,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
Op. 6 i,0,1.5699658703071666,0.4778156996587028,0.20477815699658694,1.2286689419795216,1.7064846416382242,0.5460750853242319,0.34129692832764486,2.3208191126279853,3.549488054607507,2.5938566552901015,1.5699658703071668,5.9385665529010225,5.0511945392491455,4.982935153583616,1.9112627986348107,1.4334470989761083,2.7986348122866875,1.7064846416382242,1.9112627986348112,3.2764505119453906,3.003412969283274,3.5494880546075067,2.935153583617746,0.9556313993174057,3.3447098976109193,0.6143344709897607,2.0477815699658697,3.2081911262798606,2.252559726962456,2.116040955631399,2.1843003412969275,2.593856655290101,2.1843003412969275,1.8430034129692827,1.2969283276450507,0.13651877133105797,0.6825938566552897,2.1843003412969275,0.20477815699658694,2.457337883959043,2.5938566552901015,2.7986348122866884,0.4778156996587028,0.0,0.8191126279863478,0.13651877133105797,1.3651877133105794,0.6143344709897607,1.9795221843003405,0.13651877133105797,0.5460750853242319,0.4095563139931739,0.4095563139931739,0.0,0.6143344709897608,0.0,0.0,0.0,1.7747440273037536,0.0,0.0,0.0,0.4095563139931739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 6 ii,0,3.469882765125994,2.82306966716076,3.7124376768629563,2.7085298477294164,3.7910434352962312,2.7601850604141402,2.452499663118178,1.3823384090194493,2.474958451241971,0.7130665229304226,2.866864304002156,4.5142164128823605,3.4126128554103214,0.4424381260387189,2.2368952971297666,0.040425818622827105,1.9269640210214254,2.897183667969276,3.3182859452903917,3.339621794007995,0.20774379014508376,1.0768988905358667,9.619098953420472,1.404797197143242,1.8562188384314782,2.6703499079189683,0.18528500202129092,4.2447109553968465,0.20212909311413552,0.03368818218568926,1.8191618380272199,3.191393792390962,0.664780128464268,0.2358172752998248,0.0,0.0,0.4514216412882361,0.0,0.03368818218568926,0.2695054574855141,0.6400754615280959,0.2358172752998248,0.43794636841396034,0.5390109149710282,0.9432691011992992,2.223420024255491,1.852850020212909,2.223420024255491,2.2571082064411803,0.6602883708395094,1.0443336477563672,0.16844091092844626,0.20212909311413552,0.2358172752998248,0.2358172752998248,0.16844091092844626,0.0,0.13475272874275704,0.2695054574855141,0.13475272874275704,0.06737636437137852,0.41773345910254683,0.20212909311413552,0.2695054574855141,0.0,0.2695054574855141,0.0,0.06737636437137852,0.3368818218568925,0.8085163724565421,1.9539145667699769,0.8758927368279207,0.2695054574855141,0.20212909311413552,0.20212909311413552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 6 iii,0,2.23463687150838,2.23463687150838,4.46927374301676,4.46927374301676,5.5865921787709505,4.84171322160149,0.0,11.545623836126632,5.5865921787709505,2.23463687150838,4.84171322160149,1.11731843575419,1.4897579143389204,6.33147113594041,4.469273743016761,1.11731843575419,1.8621973929236504,7.0763500931098715,1.11731843575419,2.23463687150838,1.11731843575419,0.0,1.6759776536312851,0.0,1.11731843575419,8.938547486033523,0.0,0.0,0.0,2.23463687150838,0.0,4.46927374301676,0.0,0.0,1.11731843575419,0.0,0.0,0.0,4.46927374301676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 6 iv,0,0.6378132118451026,0.0,12.665148063781325,1.4123006833712988,1.4578587699316636,2.5512528473804115,4.829157175398635,3.1890660592255133,1.4578587699316634,0.8200455580865607,17.858769931662867,0.2733485193621869,2.9157175398633264,9.794988610478365,0.2277904328018224,7.5626423690205,1.9134396355353085,2.0956719817767664,0.09111617312072896,0.2733485193621869,4.555808656036449,0.8200455580865607,1.32118451025057,0.6378132118451026,1.7767653758542155,1.0478359908883832,1.7767653758542148,0.7289293849658317,1.138952164009112,1.867881548974944,1.0022779043280186,0.2733485193621869,1.5945330296127571,0.6378132118451029,0.09111617312072896,1.230068337129841,0.9111617312072896,0.2733485193621869,1.32118451025057,0.36446469248291585,0.0,0.09111617312072896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09111617312072896,0.0,0.36446469248291585,0.36446469248291585,1.1845102505694767,0.6378132118451026,0.5466970387243738,1.32118451025057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 6 v,0,0.0,0.03599496070550123,0.39594456776051357,0.7558941748155259,0.3239546463495111,0.2159697642330074,0.5039294498770173,1.5717799508068868,0.35994960705501233,0.3239546463495111,1.079848821165037,0.09598656188133661,0.6839042534045234,0.46793448917151603,0.49193112964185015,1.1638370628112062,1.403803467514548,1.9437278780970666,0.6479092926990222,0.8398824164616953,7.091007258983743,0.3239546463495111,0.299958005879177,0.1079848821165037,0.20397144399784034,3.671485991961126,0.8878756974023636,3.8154658347831307,0.8158857759913611,0.4319395284660148,3.2635431039654454,3.7254784330193775,0.0,0.14397984282200493,0.1079848821165037,0.0,3.8394624752534643,1.2238286639870417,6.9230307756914025,0.06599076129341892,3.8154658347831307,6.911032455456237,0.0,3.239546463495111,0.6479092926990222,0.05399244105825185,0.17997480352750617,0.9718639390485333,1.427800107984882,0.7558941748155259,0.6479092926990222,3.239546463495111,0.0,0.0,0.0,0.0,0.0,6.911032455456237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1079848821165037,6.911032455456237,0.0,0.0,1.1878337032815405,4.10342552042714,0.0,0.0,1.079848821165037,0.6479092926990222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.911032455456237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 6 vi,0,5.06091846298032,1.6401124648547334,6.74789128397376,8.388003748828494,4.732895970009373,3.7488284910965333,3.4208059981255867,4.77975632614808,3.09278350515464,0.7029053420806,5.06091846298032,0.28116213683224,5.90440487347704,1.8744142455482666,3.983130271790067,3.748828491096533,1.9212746016869735,4.49859418931584,7.685098406747894,2.577319587628867,1.0309278350515465,1.4995313964386132,2.0618556701030935,0.18744142455482665,0.18744142455482665,1.5932521087160267,1.4995313964386132,0.0,0.0,2.061855670103093,1.68697282099344,0.9372071227741332,1.12464854732896,1.5932521087160267,0.3748828491096533,0.0,1.4995313964386132,1.3120899718837864,0.0,0.0,0.3748828491096533,0.0,0.3748828491096533,0.0,0.3748828491096533,0.0,0.0,0.0,0.3748828491096533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 7 i,0,0.0,0.0,0.9419152276295133,0.6279434850863421,1.8838304552590266,1.5698587127158554,4.081632653061225,4.395604395604396,1.8838304552590266,0.0,7.849293563579277,3.767660910518053,0.9419152276295133,4.7095761381475665,2.0408163265306123,5.180533751962323,1.726844583987441,8.320251177394034,0.0,0.0,0.9419152276295133,5.65149136577708,6.750392464678178,1.8838304552590266,1.8838304552590266,0.9419152276295133,5.96546310832025,2.197802197802198,1.8838304552590266,3.767660910518053,0.0,0.0,3.139717425431711,0.47095761381475665,1.0989010989010985,0.0,0.9419152276295133,0.6279434850863421,2.197802197802198,0.9419152276295133,0.0,0.0,3.296703296703297,0.0,3.296703296703297,0.0,0.0,0.9419152276295133,0.6279434850863421,0.0,0.0,0.0,0.0,0.6279434850863421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 7 ii,0,0.025577355514584416,0.9591508317969156,4.2330523376637235,3.325056216895974,0.6074621934713799,3.964490104760586,1.8159922415354937,2.8923726194409207,5.4415823857278385,2.8838468342693933,8.563085481653573,5.776219453710317,4.625238455554015,4.322573081964767,4.093442605479947,1.0550659149766073,2.1250519540033883,3.788645785597816,3.1865122078586423,2.397877079492289,3.188643654151525,2.376562616563469,3.160325867688949,1.1403237666918886,2.020611085652169,1.7483949448183778,1.4920124050174246,1.2532904202146367,1.0678545927338994,1.9332217876440059,2.3019619963125977,1.1403237666918886,0.28774524953907477,1.639691183881394,0.920784798525039,0.4305521511621711,0.5480861895982375,1.3275865481379532,0.674146013205832,0.9104320593881835,0.8553189481008052,0.4795754158984578,0.7673206654375324,0.4944955399486321,0.38366033271876626,0.0,0.0,0.0,0.0,0.0,0.19183016635938313,0.29840248100348493,0.14920124050174247,0.0,0.0,0.0,0.0,0.5115471102916883,0.12788677757292208,0.0,0.0,0.09591508317969157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 7 iii,0,13.019390581717452,12.465373961218837,8.310249307479225,1.662049861495845,0.332409972299169,0.332409972299169,1.662049861495845,0.0,8.310249307479225,0.664819944598338,3.65650969529086,0.0,9.972299168975072,0.554016620498615,0.0,8.310249307479225,0.0,0.0,0.0,0.0,0.0,8.310249307479225,0.0,0.0,0.8310249307479225,0.0,0.0,1.662049861495845,0.0,0.0,1.10803324099723,0.0,1.662049861495845,1.10803324099723,0.554016620498615,1.10803324099723,0.554016620498615,0.0,1.10803324099723,0.0,0.0,1.10803324099723,0.0,0.0,1.662049861495845,0.0,0.0,0.0,4.986149584487536,0.0,0.0,0.0,0.0,0.0,0.0,2.493074792243768,0.0,0.8310249307479225,1.662049861495845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 7 iv,0,0.9761811792268649,0.7809449433814919,1.0737992971495514,0.6833268254588054,0.0,0.0,2.7333073018352216,0.7809449433814919,2.639593908629443,0.43732916829363544,4.0999609527528325,0.39047247169074595,2.639593908629443,1.1714174150722378,4.576337368215542,1.1714174150722378,2.5771183131589233,5.029285435376807,5.271378367825069,1.44474814525576,2.5849277625927383,1.8820773135493956,3.686060132760642,0.39047247169074595,4.170245997657167,1.1714174150722378,1.054275673565014,3.1237797735259676,4.880905896134324,0.0,1.054275673565014,2.7333073018352216,1.8898867629832106,3.514252245216714,0.27333073018352216,0.0,4.0999609527528325,2.483404919953144,0.6013276064037488,3.061304178055448,4.373291682936355,2.8035923467395563,0.27333073018352216,5.271378367825069,0.0,1.1714174150722378,1.3666536509176108,0.0,0.7809449433814919,0.27333073018352216,0.7809449433814919,0.0,0.39047247169074595,0.27333073018352216,0.3279968762202266,0.0,0.7809449433814919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 8 i,0,2.3066004258339246,3.0163236337828248,8.161816891412348,2.98083747338538,4.861603974449965,2.1291696238466997,3.300212916962384,2.8388928317956,5.784244144783535,2.6614620298083747,7.45209368346345,0.0,5.926188786373314,4.435770049680625,2.3420865862313693,3.619588360539389,2.1291696238466997,3.5131298793470545,3.548616039744499,3.548616039744499,1.7743080198722498,3.3711852377572744,5.571327182398864,0.0,0.8871540099361247,2.9098651525904895,0.6742370475514549,1.7743080198722494,1.4194464158977997,0.5322924059616749,1.0645848119233499,1.4904187366926895,0.5322924059616749,1.0645848119233499,0.0,0.0,0.5322924059616749,0.0,0.0,0.42583392476933996,0.7097232079488999,0.0,0.35486160397444994,0.35486160397444994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 8 ii,0,2.387991812599499,0.8528542187855355,1.057539231294064,1.3645667500568568,2.046850125085285,2.7291335001137136,3.138503525130771,7.834887423243117,2.3879918125994997,1.7739367750739137,10.097793950420735,0.0,5.492381168978848,2.842847395951785,5.628837843984533,4.048214691835342,3.468273823061178,2.4903343188537637,2.2174209688423923,3.8662724584944277,1.773936775073914,2.7973618376165565,3.1726176938821924,0.0,6.117807596088241,3.2067318626336134,2.7291335001137136,0.977939504207414,1.0916534000454856,0.6822833750284284,0.0,0.0,3.536502160564021,1.0234250625426424,0.0,0.0,0.6822833750284283,0.3411416875142142,0.0,0.0,0.8528542187855355,1.0234250625426426,0.0,0.8528542187855355,0.6822833750284283,0.3411416875142142,0.0,0.0,1.0234250625426426,0.3411416875142142,0.0,0.0,0.0,0.0,0.0,1.0234250625426426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 9 i,0,4.744361577859646,0.32946955401803096,4.085422469823584,3.1629077185730976,1.0543025728576991,4.3849402462036124,1.7791355916973672,4.744361577859647,3.953634648216372,0.7907269296432744,15.020816485458413,0.0,7.116542366789469,0.0,1.8689909246113756,1.5814538592865488,2.3002965225986163,0.5271512864288496,7.116542366789469,3.1629077185730976,1.5814538592865488,0.0,8.554227693413605,0.0,5.535088507502921,3.1629077185730976,2.1086051457153983,1.0543025728576991,1.0543025728576991,0.0,0.0,0.0,0.0,0.5271512864288496,0.0,0.0,0.7907269296432744,0.7907269296432744,2.1086051457153983,0.7907269296432744,1.0543025728576991,0.0,0.0,0.0,0.0,1.5814538592865488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5814538592865488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 9 ii,0,3.5087719298245603,0.0,0.0,9.746588693957115,1.949317738791423,0.0,2.144249512670565,4.678362573099415,5.847953216374268,6.042884990253411,9.600389863547758,0.0,9.356725146198826,2.3391812865497075,1.559454191033138,0.0,2.144249512670565,1.608187134502924,0.0,4.678362573099415,3.5087719298245603,1.2183235867446394,3.5087719298245603,0.0,5.458089668615983,0.0,1.1695906432748537,0.0,2.387914230019493,0.3898635477582845,0.0,0.0,0.0,0.0,2.3391812865497075,0.0,3.5087719298245603,0.0,0.0,1.1695906432748537,0.0,0.0,0.0,0.0,1.1695906432748537,0.0,0.0,0.0,0.0,1.1695906432748537,0.0,0.0,0.0,0.0,5.458089668615985,0.0,0.0,0.0,2.3391812865497075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 9 iii,0,0.0,2.460715479772652,5.9846205282514235,0.0,3.5339351387495825,5.436308926780343,0.0,14.195921096623202,1.6449348044132406,5.483116014710801,8.284854563691079,0.0,9.86960882647944,2.1063189568706124,0.3744567034436644,5.857572718154466,2.062855232363759,1.3373453694416586,1.68505516549649,1.0096957539284523,9.127382146439322,0.7021063189568708,6.539618856569711,0.0,0.0,0.0,0.0,0.0,3.744567034436645,0.0,0.0,0.0,0.0,0.0936141758609161,0.0,5.416248746238717,0.0,0.0,0.6352390504847879,0.23403543965229032,0.28084252758274836,0.0,0.28084252758274836,0.0,0.0,0.0,0.28084252758274836,0.0,0.0,0.0,0.0,0.6352390504847879,0.0,0.0,0.0,0.0,0.0,0.0,0.7021063189568708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 9 iv,0,1.967213114754098,0.983606557377049,0.0,1.967213114754098,1.3114754098360655,7.868852459016392,1.3114754098360655,1.967213114754098,2.9508196721311473,0.0,19.672131147540984,0.0,2.9508196721311473,0.0,0.0,0.0,5.245901639344262,0.0,7.868852459016392,2.9508196721311473,0.0,0.0,4.590163934426228,0.0,1.967213114754098,3.934426229508196,0.0,0.32786885245901637,0.0,1.967213114754098,3.934426229508196,0.0,0.0,2.9508196721311473,4.590163934426228,0.0,4.590163934426228,0.0,0.0,1.967213114754098,6.885245901639343,1.967213114754098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3114754098360655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 9 v,0,27.247956403269747,10.354223433242506,4.9046321525885554,9.809264305177111,9.809264305177111,4.9046321525885554,9.809264305177111,8.174386920980927,0.0,1.6348773841961852,2.17983651226158,0.0,6.267029972752043,3.2697547683923704,1.6348773841961852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 9 vi,0,15.445026178010474,1.5706806282722512,2.356020942408377,1.0471204188481675,3.1413612565445024,6.282722513089005,1.3089005235602091,2.356020942408377,0.7853403141361256,2.6178010471204187,6.544502617801047,0.0,7.068062827225131,1.5706806282722512,4.712041884816754,0.7853403141361256,1.0471204188481675,1.5706806282722512,6.544502617801047,0.7853403141361256,1.5706806282722512,4.450261780104712,5.759162303664922,0.0,3.664921465968586,2.6178010471204187,1.5706806282722512,0.7853403141361256,0.0,3.1413612565445024,2.356020942408377,0.0,0.0,0.7853403141361256,0.0,0.0,2.6178010471204187,1.0471204188481675,0.0,0.0,1.5706806282722512,0.0,0.5235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 10 i,0,3.498542274052478,0.0,9.912536443148685,0.5830903790087464,2.915451895043732,2.3323615160349855,2.915451895043732,5.830903790087464,8.16326530612245,6.997084548104956,1.1661807580174928,3.498542274052478,11.661807580174926,6.997084548104956,4.081632653061225,0.5830903790087464,1.1661807580174928,1.1661807580174928,3.790087463556851,0.5830903790087464,1.1661807580174928,6.4139941690962115,5.247813411078718,0.5830903790087464,3.498542274052478,1.749271137026239,0.0,0.5830903790087464,0.0,0.0,0.0,0.0,0.0,0.0,1.749271137026239,0.0,0.0,0.0,0.0,1.1661807580174928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 10 ii,0,0.6194347657762291,1.5485869144405728,1.6260162601626018,2.013162988772745,2.5551684088269457,3.7166085946573753,2.0905923344947737,6.194347657762291,1.8583042973286876,0.9291521486643438,3.8714672861014323,0.6968641114982579,5.187766163375919,3.6391792489353465,6.116918312040263,1.7034456058846303,2.7874564459930316,4.645760743321719,3.9876113046844748,1.1614401858304297,4.413472706155633,1.8583042973286876,4.645760743321719,1.8583042973286876,5.574912891986063,1.6260162601626018,0.6194347657762291,4.150212930700736,0.0,1.207897793263647,0.34843205574912894,2.3228803716608595,0.2787456445993032,1.3937282229965158,1.0452961672473868,0.0,0.30971738288811457,0.23228803716608595,3.8714672861014323,0.0,2.6016260162601625,0.0,0.34843205574912894,0.8981804103755323,0.6968641114982579,0.6968641114982579,0.0,0.0,0.0,0.0,1.0452961672473868,0.0,0.15485869144405728,0.0,0.0,0.15485869144405728,0.0,0.0,0.0,0.0,0.6968641114982579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 10 iii,0,0.0,1.78755586112066,2.8875902371949125,6.600206256445514,0.6875214850464076,0.8250257820556892,0.0,7.2877277414919215,2.8875902371949125,1.8563080096253004,0.89377793056033,0.6187693365417668,9.694052939154348,0.06875214850464076,0.9969061533172912,6.462701959436232,0.0,8.662770711584736,0.27500859401856304,5.912684771399106,0.8250257820556892,0.0,0.4812650395324853,0.8250257820556892,4.5376418013062905,11.75661739429357,3.9188724647645237,3.9188724647645237,12.375386730835338,0.8250257820556892,1.9250601581299414,0.0,0.0,0.2062564455139223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 10 iv,0,10.256410256410255,3.076923076923077,0.0,4.615384615384616,7.897435897435896,9.743589743589745,0.0,11.282051282051283,0.0,0.0,12.717948717948719,0.0,25.641025641025646,0.0,2.051282051282051,0.0,0.0,0.0,2.051282051282051,0.0,0.0,4.512820512820513,0.0,0.0,0.0,2.051282051282051,0.0,0.0,0.0,0.0,0.0,0.0,4.102564102564102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 10 v,0,0.0,0.0,2.027748132337246,1.6008537886872996,0.8004268943436499,6.883671291355388,1.4407684098185698,5.122732123799359,3.6819637139807884,2.88153681963714,8.164354322305229,1.9210245464247595,5.44290288153682,1.2806830309498398,5.44290288153682,3.681963713980789,3.5218783351120586,1.4407684098185698,0.32017075773745995,1.7609391675560293,5.76307363927428,5.6029882604055485,2.72145144076841,0.32017075773745995,2.7214514407684094,2.72145144076841,0.0,2.8815368196371396,0.6403415154749199,3.041622198505869,0.8004268943436499,2.8815368196371396,0.0,1.7075773745997864,2.2411953041622192,0.0,1.2806830309498398,0.6403415154749199,0.0,1.2806830309498398,0.0,0.0,0.0,0.0,2.1344717182497326,0.0,0.0,0.0,0.0,1.2806830309498398,0.0,0.0,0.0,0.32017075773745995,1.2806830309498398,0.32017075773745995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 11 i,0,0.0,0.0,0.0,5.511811023622049,9.842519685039374,3.9370078740157486,0.0,0.7874015748031498,6.299212598425198,0.0,3.149606299212599,0.0,8.267716535433072,8.661417322834648,0.0,4.724409448818899,2.3622047244094495,5.118110236220474,0.7874015748031498,4.724409448818899,1.5748031496062995,3.149606299212599,5.511811023622048,0.0,1.5748031496062995,1.1811023622047248,7.874015748031497,2.3622047244094495,0.0,0.0,0.0,5.511811023622048,0.0,1.5748031496062995,1.5748031496062995,0.0,0.0,1.5748031496062995,0.0,0.0,0.0,0.0,2.3622047244094495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Op. 11 ii,0,0.0,0.0,1.1718749999999998,1.3671874999999998,6.25,1.953125,2.3437499999999996,2.7343749999999996,0.0,1.1718749999999998,3.515624999999999,0.0,10.15625,1.1718749999999998,5.859375,5.859375,2.9296875,7.03125,1.953125,4.687499999999999,3.1249999999999996,5.859375,1.1718749999999998,0.0,8.203124999999998,2.3437499999999996,0.7812499999999999,3.515624999999999,3.515624999999999,0.7812499999999999,0.0,1.1718749999999998,4.687499999999999,0.0,2.3437499999999996,0.0,1.1718749999999998,0.0,1.1718749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
